Date,Category,Type,Amount (USD),Description
2024-10-11,Transportation,Expense,4841,Random transportation transaction
2024-02-02,Transportation,Expense,935,Random transportation transaction
2024-07-23,Dining Out,Expense,1505,Random dining out transaction
2024-08-21,Savings,Goal,2970,Random savings transaction
2024-01-27,Transportation,Expense,2509,Random transportation transaction
2024-06-06,Dining Out,Expense,1458,Random dining out transaction
2024-01-03,Salary,Income,8262,Random salary transaction
2024-08-12,Loan Payment,Expense,4484,Random loan payment transaction
2024-01-31,Entertainment,Expense,4016,Random entertainment transaction
2024-11-11,Salary,Income,8372,Random salary transaction
2024-07-27,Freelance Income,Income,8431,Random freelance income transaction
2024-10-23,Rent,Expense,2943,Random rent transaction
2024-08-19,Transportation,Expense,1510,Random transportation transaction
2024-08-25,Miscellaneous,Expense,312,Random miscellaneous transaction
2024-11-05,Savings,Goal,3852,Random savings transaction
2024-08-12,Transportation,Expense,2018,Random transportation transaction
2024-06-18,Savings,Goal,4822,Random savings transaction
2024-10-07,Transportation,Expense,3850,Random transportation transaction
2024-01-25,Miscellaneous,Expense,2110,Random miscellaneous transaction
2024-04-12,Groceries,Expense,398,Random groceries transaction
2024-05-14,Loan Payment,Expense,4675,Random loan payment transaction
2024-06-15,Entertainment,Expense,2974,Random entertainment transaction
2024-11-09,Salary,Income,5514,Random salary transaction
2024-07-25,Utilities,Expense,997,Random utilities transaction
2024-02-11,Utilities,Expense,1325,Random utilities transaction
2024-07-30,Groceries,Expense,4175,Random groceries transaction
2024-03-23,Groceries,Expense,1644,Random groceries transaction
2024-01-31,Dining Out,Expense,4425,Random dining out transaction
2024-03-20,Entertainment,Expense,2032,Random entertainment transaction
2024-09-18,Utilities,Expense,3808,Random utilities transaction
2024-10-14,Rent,Expense,3478,Random rent transaction
2024-01-30,Transportation,Expense,4603,Random transportation transaction
2024-05-22,Entertainment,Expense,1804,Random entertainment transaction
2024-01-07,Entertainment,Expense,246,Random entertainment transaction
2024-04-08,Insurance,Expense,3647,Random insurance transaction
2024-08-14,Groceries,Expense,3141,Random groceries transaction
2024-11-05,Insurance,Expense,3852,Random insurance transaction
2024-09-06,Salary,Income,719,Random salary transaction
2024-12-27,Salary,Income,8219,Random salary transaction
2024-02-22,Utilities,Expense,3942,Random utilities transaction
2024-08-05,Utilities,Expense,2286,Random utilities transaction
2024-02-04,Salary,Income,2466,Random salary transaction
2024-02-24,Rent,Expense,1908,Random rent transaction
2024-06-10,Utilities,Expense,939,Random utilities transaction
2024-10-03,Transportation,Expense,3581,Random transportation transaction
2024-06-18,Miscellaneous,Expense,1355,Random miscellaneous transaction
2024-05-15,Groceries,Expense,1627,Random groceries transaction
2024-05-09,Groceries,Expense,4990,Random groceries transaction
2024-01-07,Freelance Income,Income,8681,Random freelance income transaction
2024-04-22,Transportation,Expense,3967,Random transportation transaction
2024-10-01,Savings,Goal,9904,Random savings transaction
2024-08-07,Groceries,Expense,1220,Random groceries transaction
2024-05-12,Entertainment,Expense,4024,Random entertainment transaction
2024-04-20,Transportation,Expense,3742,Random transportation transaction
2024-03-02,Dining Out,Expense,4374,Random dining out transaction
2024-11-28,Loan Payment,Expense,874,Random loan payment transaction
2024-10-02,Entertainment,Expense,4955,Random entertainment transaction
2024-05-08,Salary,Income,2800,Random salary transaction
2024-09-28,Dining Out,Expense,277,Random dining out transaction
2024-09-13,Rent,Expense,4296,Random rent transaction
2024-05-16,Savings,Goal,1638,Random savings transaction
2024-02-28,Groceries,Expense,1522,Random groceries transaction
2024-03-26,Miscellaneous,Expense,1950,Random miscellaneous transaction
2024-05-28,Miscellaneous,Expense,3019,Random miscellaneous transaction
2024-08-18,Freelance Income,Income,2542,Random freelance income transaction
2024-09-21,Salary,Income,8119,Random salary transaction
2024-02-28,Groceries,Expense,4535,Random groceries transaction
2024-01-24,Loan Payment,Expense,2401,Random loan payment transaction
2024-07-31,Insurance,Expense,2023,Random insurance transaction
2024-12-30,Insurance,Expense,386,Random insurance transaction
2024-05-08,Miscellaneous,Expense,1980,Random miscellaneous transaction
2024-03-15,Insurance,Expense,2857,Random insurance transaction
2024-11-05,Utilities,Expense,4197,Random utilities transaction
2024-09-30,Groceries,Expense,3082,Random groceries transaction
2024-01-17,Entertainment,Expense,2327,Random entertainment transaction
2024-08-15,Groceries,Expense,2804,Random groceries transaction
2024-09-11,Entertainment,Expense,1545,Random entertainment transaction
2024-05-10,Rent,Expense,4462,Random rent transaction
2024-05-27,Rent,Expense,1208,Random rent transaction
2024-04-25,Miscellaneous,Expense,2299,Random miscellaneous transaction
2024-11-03,Rent,Expense,1565,Random rent transaction
2024-09-29,Entertainment,Expense,4327,Random entertainment transaction
2024-01-16,Entertainment,Expense,919,Random entertainment transaction
2024-10-15,Miscellaneous,Expense,3208,Random miscellaneous transaction
2024-08-05,Miscellaneous,Expense,3227,Random miscellaneous transaction
2024-07-19,Rent,Expense,1232,Random rent transaction
2024-07-01,Groceries,Expense,3594,Random groceries transaction
2024-10-19,Utilities,Expense,4904,Random utilities transaction
2024-01-27,Insurance,Expense,154,Random insurance transaction
2024-08-22,Freelance Income,Income,1420,Random freelance income transaction
2024-04-28,Dining Out,Expense,245,Random dining out transaction
2024-06-08,Insurance,Expense,3202,Random insurance transaction
2024-06-11,Loan Payment,Expense,4034,Random loan payment transaction
2024-05-31,Groceries,Expense,1412,Random groceries transaction
2024-12-07,Dining Out,Expense,1805,Random dining out transaction
2024-05-19,Insurance,Expense,648,Random insurance transaction
2024-01-23,Miscellaneous,Expense,2124,Random miscellaneous transaction
2024-10-12,Loan Payment,Expense,1380,Random loan payment transaction
2024-10-01,Transportation,Expense,2229,Random transportation transaction
2024-10-08,Insurance,Expense,3005,Random insurance transaction
2024-07-01,Salary,Income,1490,Random salary transaction
2024-10-11,Transportation,Expense,1640,Random transportation transaction
2024-07-09,Salary,Income,6332,Random salary transaction
2024-11-13,Insurance,Expense,2977,Random insurance transaction
2024-01-24,Loan Payment,Expense,3069,Random loan payment transaction
2024-11-22,Transportation,Expense,4152,Random transportation transaction
2024-07-04,Transportation,Expense,4640,Random transportation transaction
2024-09-27,Loan Payment,Expense,290,Random loan payment transaction
2024-04-16,Miscellaneous,Expense,4372,Random miscellaneous transaction
2024-01-12,Salary,Income,5701,Random salary transaction
2024-10-28,Salary,Income,105,Random salary transaction
2024-06-28,Utilities,Expense,3324,Random utilities transaction
2024-12-10,Miscellaneous,Expense,1911,Random miscellaneous transaction
2024-08-07,Salary,Income,4228,Random salary transaction
2024-04-20,Groceries,Expense,337,Random groceries transaction
2024-02-24,Freelance Income,Income,6188,Random freelance income transaction
2024-03-12,Rent,Expense,2007,Random rent transaction
2024-06-24,Rent,Expense,3025,Random rent transaction
2024-07-23,Salary,Income,2397,Random salary transaction
2024-05-09,Miscellaneous,Expense,572,Random miscellaneous transaction
2024-06-04,Utilities,Expense,1752,Random utilities transaction
2024-10-26,Rent,Expense,2172,Random rent transaction
2024-12-25,Freelance Income,Income,2043,Random freelance income transaction
2024-06-16,Insurance,Expense,972,Random insurance transaction
2024-05-22,Salary,Income,6671,Random salary transaction
2024-06-23,Groceries,Expense,2571,Random groceries transaction
2024-03-04,Groceries,Expense,4759,Random groceries transaction
2024-08-13,Entertainment,Expense,381,Random entertainment transaction
2024-06-02,Insurance,Expense,3224,Random insurance transaction
2024-08-31,Insurance,Expense,2989,Random insurance transaction
2024-01-09,Salary,Income,3097,Random salary transaction
2024-09-18,Utilities,Expense,2080,Random utilities transaction
2024-08-02,Dining Out,Expense,1736,Random dining out transaction
2024-05-19,Groceries,Expense,4956,Random groceries transaction
2024-01-04,Dining Out,Expense,1914,Random dining out transaction
2024-03-05,Salary,Income,2550,Random salary transaction
2024-07-29,Transportation,Expense,131,Random transportation transaction
2024-02-11,Utilities,Expense,1990,Random utilities transaction
2024-12-22,Entertainment,Expense,3045,Random entertainment transaction
2024-03-06,Rent,Expense,1434,Random rent transaction
2024-03-25,Rent,Expense,3249,Random rent transaction
2024-01-06,Insurance,Expense,115,Random insurance transaction
2024-07-27,Utilities,Expense,1521,Random utilities transaction
2024-10-09,Rent,Expense,551,Random rent transaction
2024-01-01,Loan Payment,Expense,3252,Random loan payment transaction
2024-08-19,Dining Out,Expense,3620,Random dining out transaction
2024-09-17,Rent,Expense,4939,Random rent transaction
2024-08-22,Rent,Expense,718,Random rent transaction
2024-06-13,Transportation,Expense,1909,Random transportation transaction
2024-10-08,Rent,Expense,2373,Random rent transaction
2024-05-26,Entertainment,Expense,3002,Random entertainment transaction
2024-04-01,Loan Payment,Expense,2599,Random loan payment transaction
2024-09-17,Entertainment,Expense,237,Random entertainment transaction
2024-03-19,Entertainment,Expense,2379,Random entertainment transaction
2024-04-06,Transportation,Expense,1926,Random transportation transaction
2024-07-24,Transportation,Expense,4142,Random transportation transaction
2024-03-16,Groceries,Expense,1910,Random groceries transaction
2024-08-28,Insurance,Expense,3950,Random insurance transaction
2024-04-22,Miscellaneous,Expense,1659,Random miscellaneous transaction
2024-01-05,Groceries,Expense,3263,Random groceries transaction
2024-03-08,Savings,Goal,2339,Random savings transaction
2024-10-21,Groceries,Expense,4714,Random groceries transaction
2024-04-15,Loan Payment,Expense,3336,Random loan payment transaction
2024-10-13,Miscellaneous,Expense,3232,Random miscellaneous transaction
2024-08-31,Insurance,Expense,4850,Random insurance transaction
2024-12-20,Insurance,Expense,4665,Random insurance transaction
2024-04-18,Utilities,Expense,3463,Random utilities transaction
2024-09-09,Savings,Goal,6395,Random savings transaction
2024-03-10,Miscellaneous,Expense,2679,Random miscellaneous transaction
2024-02-12,Groceries,Expense,3271,Random groceries transaction
2024-05-21,Freelance Income,Income,3655,Random freelance income transaction
2024-11-28,Loan Payment,Expense,3662,Random loan payment transaction
2024-08-25,Utilities,Expense,1428,Random utilities transaction
2024-08-24,Savings,Goal,6314,Random savings transaction
2024-01-07,Groceries,Expense,43,Random groceries transaction
2024-01-21,Savings,Goal,6660,Random savings transaction
2024-03-17,Freelance Income,Income,6239,Random freelance income transaction
2024-04-30,Loan Payment,Expense,1201,Random loan payment transaction
2024-06-21,Dining Out,Expense,584,Random dining out transaction
2024-04-14,Miscellaneous,Expense,2528,Random miscellaneous transaction
2024-03-22,Freelance Income,Income,2671,Random freelance income transaction
2024-08-12,Rent,Expense,1297,Random rent transaction
2024-08-03,Groceries,Expense,1827,Random groceries transaction
2024-06-07,Transportation,Expense,2698,Random transportation transaction
2024-11-09,Loan Payment,Expense,4350,Random loan payment transaction
2024-06-06,Entertainment,Expense,703,Random entertainment transaction
2024-07-04,Loan Payment,Expense,1867,Random loan payment transaction
2024-05-05,Miscellaneous,Expense,1978,Random miscellaneous transaction
2024-09-24,Dining Out,Expense,1187,Random dining out transaction
2024-11-21,Freelance Income,Income,4996,Random freelance income transaction
2024-03-23,Miscellaneous,Expense,4074,Random miscellaneous transaction
2024-11-13,Transportation,Expense,3490,Random transportation transaction
2024-06-11,Entertainment,Expense,2160,Random entertainment transaction
2024-02-29,Utilities,Expense,1079,Random utilities transaction
2024-03-03,Freelance Income,Income,5505,Random freelance income transaction
2024-04-21,Freelance Income,Income,8634,Random freelance income transaction
2024-09-09,Groceries,Expense,726,Random groceries transaction
2024-02-25,Loan Payment,Expense,4948,Random loan payment transaction
2024-08-05,Dining Out,Expense,2759,Random dining out transaction
2024-05-09,Loan Payment,Expense,726,Random loan payment transaction
2024-12-31,Freelance Income,Income,9753,Random freelance income transaction
2024-08-25,Salary,Income,2171,Random salary transaction
2024-03-26,Insurance,Expense,2584,Random insurance transaction
2024-02-25,Salary,Income,9770,Random salary transaction
2024-05-12,Rent,Expense,3341,Random rent transaction
2024-01-11,Savings,Goal,1599,Random savings transaction
2024-02-05,Insurance,Expense,827,Random insurance transaction
